lastname,firstname,Ccode,Word Count,year,month,distrust,task,bace,igb,sc,cc,power,name
Blair,Tony,200,5580,2000,9,0.207207207,0.623036649,0.472972973,0.154362416,0.307692308,0.572815534,0.349315068,Tony Blair
Blair,Tony,200,11050,2001,1,0.171875,0.641330166,0.355140187,0.130597015,0.343396226,0.515492958,0.220338983,Tony Blair
Blair,Tony,200,22997,2001,10,0.278688525,0.591880342,0.412965186,0.138728324,0.400630915,0.549967342,0.293969849,Tony Blair
Blair,Tony,200,18053,2001,11,0.241887906,0.581504702,0.339593114,0.127962085,0.408695652,0.532634972,0.28990228,Tony Blair
Blair,Tony,200,14764,2001,12,0.110294118,0.579298831,0.395604396,0.130573248,0.421276596,0.513541667,0.233031674,Tony Blair
Blair,Tony,200,7970,2001,2,0.1171875,0.637223975,0.411764706,0.125,0.411764706,0.505597015,0.262798635,Tony Blair
Blair,Tony,200,13903,2001,3,0.104166667,0.649350649,0.414583333,0.0997151,0.348017621,0.509723644,0.254385965,Tony Blair
Blair,Tony,200,5984,2001,4,0.128571429,0.709251101,0.411504425,0.105633803,0.3,0.530666667,0.253456221,Tony Blair
Blair,Tony,200,5811,2001,5,0.086956522,0.718894009,0.376884422,0.112582781,0.306930693,0.548209366,0.2,Tony Blair
Blair,Tony,200,7721,2001,6,0.253731343,0.661341853,0.402173913,0.140969163,0.397260274,0.565957447,0.268656716,Tony Blair
Blair,Tony,200,5495,2001,7,0.166666667,0.663636364,0.449814126,0.099009901,0.308411215,0.524064171,0.26744186,Tony Blair
Blair,Tony,200,8479,2002,1,0.238461538,0.648837209,0.434782609,0.084656085,0.309677419,0.552783109,0.276752768,Tony Blair
Blair,Tony,200,24172,2002,10,0.20795107,0.602941176,0.415313225,0.093896714,0.38,0.545454545,0.300361882,Tony Blair
Blair,Tony,200,20494,2002,11,0.175510204,0.650334076,0.380177515,0.115384615,0.400990099,0.519166106,0.277691108,Tony Blair
