lastname,firstname,Ccode,Word Count,year,quarter,distrust,task,bace,igb,sc,cc,power,name
Cecil,Robert,200,7342,1902,1,0.280487805,0.608510638,0.307317073,0.204545455,0.382716049,0.597122302,0.262626263,Robert Cecil
Cecil,Robert,200,6167,1902,2,0.256097561,0.529761905,0.264367816,0.207692308,0.321100917,0.590909091,0.258823529,Robert Cecil
Chamberlain,Neville,200,14938,1937,2,0.133928571,0.698237885,0.351485149,0.144,0.41369863,0.650323774,0.248717949,Neville Chamberlain
Chamberlain,Neville,200,5028,1937,3,0.086956522,0.775229358,0.338582677,0.103448276,0.491071429,0.664516129,0.26446281,Neville Chamberlain
Chamberlain,Neville,200,17634,1937,4,0.116207951,0.666666667,0.335664336,0.085106383,0.428571429,0.603125,0.228710462,Neville Chamberlain
Chamberlain,Neville,200,51695,1938,1,0.121399177,0.683474788,0.381830151,0.105719237,0.415631848,0.597912661,0.244399185,Neville Chamberlain
Chamberlain,Neville,200,41606,1938,2,0.12642225,0.708151836,0.397402597,0.099099099,0.476489028,0.616790792,0.223826715,Neville Chamberlain
Chamberlain,Neville,200,24256,1938,3,0.094827586,0.700518135,0.34421365,0.130044843,0.411262799,0.617901235,0.216257669,Neville Chamberlain
Chamberlain,Neville,200,47660,1938,4,0.126126126,0.680913349,0.355823864,0.123287671,0.434199497,0.5998793,0.220251293,Neville Chamberlain
Chamberlain,Neville,200,30195,1939,1,0.125603865,0.675276753,0.349887133,0.116923077,0.455978975,0.605086372,0.190307329,Neville Chamberlain
Chamberlain,Neville,200,55301,1939,2,0.081166273,0.685648148,0.355700326,0.095918367,0.469327421,0.613336848,0.241192412,Neville Chamberlain
Chamberlain,Neville,200,47740,1939,3,0.114432109,0.66645768,0.394166667,0.092715232,0.442244224,0.592403447,0.242294521,Neville Chamberlain
Chamberlain,Neville,200,30004,1939,4,0.198863636,0.641385768,0.321212121,0.125806452,0.428842505,0.605055292,0.2296875,Neville Chamberlain
