lastname,firstname,Ccode,Word Count,year,month,i1,i2,i3,i4a,i4b,i5ap,i5pr,i5re,i5op,i5th,i5pu,p1,p2,p3,p4,p5,name
Aquino,Corazon,840,4062,1991,7,0.071428571,-0.035714286,0.103061224,0.928571429,1,0.321428571,0,0.214285714,0.142857143,0.035714286,0.285714286,0.032786885,-0.005464481,0.077183553,0.186666667,0.985592403,Corazon Aquino
Arroyo,Gloria,840,4994,2001,7,0.545454545,0.272727273,0.095041322,0.454545455,0.545454545,0.386363636,0.204545455,0.181818182,0.022727273,0.113636364,0.090909091,0.294117647,0.133986928,0.089504037,0.301369863,0.973026181,Gloria Arroyo
Arroyo,Gloria,840,4103,2002,7,0.435897436,0.213675214,0.149506903,0.564102564,0.820512821,0.435897436,0.025641026,0.256410256,0.102564103,0.025641026,0.153846154,0.037974684,-0.097046414,0.146675212,0.330508475,0.951522599,Gloria Arroyo
Bhutto,Zulfikar,770,5229,1970,1,0.454545455,0.227272727,0.305785124,0.545454545,0.272727273,0.590909091,0,0.136363636,0.227272727,0.045454545,0,-0.084337349,-0.100401606,0.153433009,0.20952381,0.967852131,Zulfikar Bhutto
Bhutto,Zulfikar,770,4647,1971,12,0.076923077,-0.025641026,0.162130178,0.923076923,0.307692308,0.461538462,0,0.076923077,0.230769231,0.153846154,0.076923077,0.0625,-0.098958333,0.154931641,0.233532934,0.963818359,Zulfikar Bhutto
Bhutto,Zulfikar,770,4508,1971,2,0.304347826,0.101449275,0.160680529,0.695652174,0.608695652,0.47826087,0,0.173913043,0.130434783,0.086956522,0.130434783,0.176470588,0.013071895,0.176009227,0.310810811,0.945294429,Zulfikar Bhutto
Bhutto,Zulfikar,770,6874,1973,1,0.55,0.225,0.196,0.45,0.55,0.525,0.1,0.15,0.075,0.025,0.125,0.333333333,0.112820513,0.158721893,0.170212766,0.972983507,Zulfikar Bhutto
Bierut,Boleslaw,290,21426,1950,7,0.428571429,0.444444444,0.210884354,0.571428571,0.761904762,0.142857143,0.047619048,0.523809524,0.19047619,0,0.095238095,0.425605536,0.281430219,0.087309778,0.067741935,0.994085467,Boleslaw Bierut
Brezhnev,Leonid ,365,4981,1970,8,0.52,0.32,0.20512,0.48,0.64,0.48,0,0.28,0.16,0.04,0.04,0.507042254,0.319248826,0.141836937,0.149700599,0.978766926,Leonid  Brezhnev
Brezhnev,Leonid ,365,7142,1972,1,0.586206897,0.310344828,0.212366231,0.413793103,0.620689655,0.517241379,0.034482759,0.24137931,0.103448276,0.034482759,0.068965517,0.369047619,0.126984127,0.166326531,0.147208122,0.975515384,Leonid  Brezhnev
Brezhnev,Leonid ,365,9610,1974,4,0.355932203,0.169491525,0.119563344,0.644067797,0.644067797,0.423728814,0.06779661,0.186440678,0.169491525,0.016949153,0.13559322,0.326923077,0.147435897,0.110872781,0.220973783,0.975500022,Leonid  Brezhnev
Brezhnev,Leonid ,365,5793,1976,11,0.5,0.226190476,0.253061224,0.5,0.285714286,0.571428571,0.071428571,0.107142857,0.178571429,0.035714286,0.035714286,0.428571429,0.230576441,0.128271807,0.173913043,0.97769186,Leonid  Brezhnev
Castro,Fidel,40,33520,1959,1,0.139931741,-0.042093288,0.101016902,0.860068259,0.709897611,0.395904437,0.061433447,0.112627986,0.119453925,0.068259386,0.242320819,-0.003154574,-0.103838065,0.081768154,0.187700192,0.984652102,Fidel Castro
Castro,Fidel,40,5950,1959,2,0.565217391,0.265700483,0.182356648,0.434782609,0.550724638,0.507246377,0.101449275,0.173913043,0.101449275,0.014492754,0.101449275,0.480662983,0.283609576,0.145520589,0.276,0.959836318,Fidel Castro
Castro,Fidel,40,14950,1960,2,0.517241379,0.38697318,0.090923504,0.482758621,0.827586207,0.287356322,0.126436782,0.344827586,0.137931034,0.034482759,0.068965517,0.34351145,0.177268872,0.070994309,0.18125,0.987132282,Fidel Castro
Castro,Fidel,40,16584,1961,1,-0.048543689,-0.110032362,0.068639834,0.951456311,0.54368932,0.339805825,0.058252427,0.077669903,0.223300971,0.106796117,0.194174757,-0.13671275,-0.17562724,0.086977143,0.136604775,0.988118507,Fidel Castro
Castro,Fidel,40,28832,1961,3,0.086206897,-0.017241379,0.03097503,0.913793103,0.793103448,0.275862069,0.094827586,0.172413793,0.103448276,0.129310345,0.224137931,0.043560606,-0.053030303,0.084573003,0.098976109,0.991629293,Fidel Castro
Castro,Fidel,40,8544,1961,4,0.081081081,0.027027027,0.04806428,0.918918919,0.810810811,0.27027027,0.027027027,0.243243243,0.108108108,0.189189189,0.162162162,-0.049180328,-0.121311475,0.088477291,0.108187135,0.990427895,Fidel Castro
Castro,Fidel,40,23759,1961,5,0.128712871,0,0.136319969,0.871287129,0.396039604,0.445544554,0.03960396,0.079207921,0.227722772,0.089108911,0.118811881,0.113062569,-0.013172338,0.080466695,0.099802372,0.991969233,Fidel Castro
Castro,Fidel,40,13282,1961,6,0.094339623,-0.037735849,0.114845141,0.905660377,0.603773585,0.41509434,0.018867925,0.113207547,0.188679245,0.075471698,0.188679245,0.237536657,0.080156403,0.114166545,0.134517766,0.984642571,Fidel Castro
Castro,Fidel,40,16123,1961,7,0.461538462,0.205128205,0.238461538,0.538461538,0.153846154,0.557692308,0.096153846,0.076923077,0.173076923,0.096153846,0,0.074782609,-0.00115942,0.068331796,0.082934609,0.994332929,Fidel Castro
Castro,Fidel,40,16206,1962,10,0.205882353,0.088235294,0.079757785,0.794117647,0.735294118,0.352941176,0.058823529,0.191176471,0.191176471,0.029411765,0.176470588,0.102119461,0.014771997,0.07103701,0.115843271,0.99177084,Fidel Castro
Castro,Fidel,40,11195,1962,6,0.428571429,0.23015873,0.170068027,0.571428571,0.571428571,0.476190476,0.023809524,0.214285714,0.166666667,0.047619048,0.071428571,0.130699088,0.004052685,0.083445275,0.113207547,0.990553365,Fidel Castro
Castro,Fidel,40,23427,1962,7,0.240310078,0.062015504,0.152406706,0.759689922,0.465116279,0.472868217,0.03875969,0.108527132,0.19379845,0.062015504,0.124031008,0.130544994,-0.019433883,0.115098768,0.140522876,0.98382599,Fidel Castro
Castro,Fidel,40,10316,1962,8,0.441860465,0.217054264,0.225094646,0.558139535,0.372093023,0.534883721,0.046511628,0.139534884,0.209302326,0.023255814,0.046511628,0.257525084,0.109253066,0.117217928,0.125730994,0.985262073,Fidel Castro
Castro,Fidel,40,13684,1962,9,0.627118644,0.305084746,0.27951738,0.372881356,0.372881356,0.593220339,0.06779661,0.152542373,0.13559322,0.016949153,0.033898305,0.220338983,0.08071025,0.059707215,0.125,0.992536598,Fidel Castro
Castro,Fidel,40,6918,1963,1,0.233333333,0.05,0.158666667,0.766666667,0.433333333,0.483333333,0.033333333,0.1,0.183333333,0.083333333,0.116666667,-0.012345679,-0.085048011,0.078636387,0.198019802,0.984428438,Fidel Castro
Castro,Fidel,40,19238,1963,2,0.304347826,0.028985507,0.210081916,0.695652174,0.52173913,0.536231884,0.028985507,0.086956522,0.101449275,0.072463768,0.173913043,0.179282869,0.054448871,0.091385851,0.12084063,0.988956876,Fidel Castro
Castro,Fidel,40,10017,1964,2,0.438596491,0.239766082,0.144598338,0.561403509,0.526315789,0.456140351,0.070175439,0.192982456,0.175438596,0.035087719,0.070175439,0.390625,0.205729167,0.119885254,0.182108626,0.978167861,Fidel Castro
Castro,Fidel,40,7781,1965,1,0.260869565,0.057971014,0.077882798,0.739130435,0.565217391,0.391304348,0.130434783,0.108695652,0.108695652,0.086956522,0.173913043,0.221719457,0.073906486,0.075154071,0.172284644,0.987052108,Fidel Castro
Castro,Fidel,40,15523,1965,10,0.416666667,0.173611111,0.125520833,0.583333333,0.416666667,0.458333333,0.135416667,0.114583333,0.125,0.072916667,0.09375,0.336734694,0.139455782,0.101311953,0.196721311,0.98006978,Fidel Castro
Castro,Fidel,40,23408,1965,11,0.581818182,0.215151515,0.314115702,0.418181818,0.454545455,0.627272727,0.036363636,0.127272727,0.081818182,0.027272727,0.1,0.436666667,0.217222222,0.11856,0.154929577,0.981631549,Fidel Castro
Castro,Fidel,40,23795,1965,2,0.406451613,0.232258065,0.092045786,0.593548387,0.477419355,0.4,0.109677419,0.193548387,0.135483871,0.116129032,0.04516129,0.314974182,0.178427998,0.084097985,0.210597826,0.982289147,Fidel Castro
Castro,Fidel,40,8773,1965,3,0.306122449,0.088435374,0.105372761,0.693877551,0.612244898,0.428571429,0.081632653,0.142857143,0.102040816,0.081632653,0.163265306,-0.144876325,-0.201413428,0.100790371,0.147590361,0.985124313,Fidel Castro
Castro,Fidel,40,8955,1965,4,0.254237288,0.073446328,0.081643206,0.745762712,0.576271186,0.389830508,0.118644068,0.118644068,0.152542373,0.050847458,0.169491525,-0.097222222,-0.128472222,0.087702546,0.170028818,0.98508804,Fidel Castro
Castro,Fidel,40,27987,1965,5,0.009174312,-0.094801223,0.110983924,0.990825688,0.660550459,0.385321101,0.018348624,0.100917431,0.211009174,0.055045872,0.229357798,-0.085883514,-0.151694636,0.100768002,0.09714795,0.990210595,Fidel Castro
Castro,Fidel,40,38878,1965,6,0.44047619,0.166666667,0.189370748,0.55952381,0.488095238,0.523809524,0.05952381,0.136904762,0.113095238,0.05952381,0.107142857,0.243342516,0.071319253,0.10359088,0.133651551,0.986154918,Fidel Castro
Castro,Fidel,40,24699,1965,7,0.475862069,0.273563218,0.115909631,0.524137931,0.662068966,0.413793103,0.082758621,0.24137931,0.131034483,0.04137931,0.089655172,0.188118812,0.045733145,0.088300667,0.170187793,0.984972304,Fidel Castro
Castro,Fidel,40,8497,1965,9,0.555555556,0.287037037,0.242592593,0.444444444,0.388888889,0.555555556,0.055555556,0.166666667,0.166666667,0.027777778,0.027777778,0.318181818,0.189393939,0.097520661,0.140625,0.986286157,Fidel Castro
Castro,Fidel,40,30978,1966,12,0.671641791,0.393034826,0.163288037,0.328358209,0.567164179,0.462686567,0.119402985,0.253731343,0.074626866,0.059701493,0.029850746,0.401459854,0.208272506,0.096549417,0.163614164,0.984203148,Fidel Castro
Castro,Fidel,40,34772,1966,2,0.5,0.2265625,0.194189453,0.5,0.5,0.5234375,0.0546875,0.171875,0.109375,0.0625,0.078125,0.166347992,0.036647546,0.076736288,0.109028961,0.991633522,Fidel Castro
Castro,Fidel,40,26959,1966,3,-0.074074074,-0.089506173,0.052469136,0.925925926,0.555555556,0.305555556,0.046296296,0.111111111,0.240740741,0.12962963,0.166666667,-0.111627907,-0.106976744,0.073670092,0.111570248,0.99178061,Fidel Castro
Castro,Fidel,40,21267,1966,4,0.076923077,-0.055555556,0.085601578,0.923076923,0.897435897,0.320512821,0.064102564,0.153846154,0.141025641,0.025641026,0.294871795,0.0144,-0.050666667,0.080384512,0.110953058,0.991081093,Fidel Castro
Castro,Fidel,40,10211,1966,5,0.631578947,0.412280702,0.115789474,0.368421053,0.842105263,0.342105263,0.131578947,0.342105263,0.052631579,0.052631579,0.078947368,0.211678832,0.077858881,0.079844424,0.121794872,0.990275359,Fidel Castro
Castro,Fidel,40,5792,1966,6,0.142857143,0,0.032653061,0.857142857,0.714285714,0.285714286,0.142857143,0.142857143,0.071428571,0.142857143,0.214285714,-0.178217822,-0.259075908,0.142907558,0.064814815,0.990737473,Fidel Castro
Castro,Fidel,40,19404,1966,7,0.133333333,0.037037037,0.12562963,0.866666667,0.466666667,0.411111111,0.044444444,0.111111111,0.266666667,0.044444444,0.122222222,0.229323308,0.109649123,0.091503194,0.144694534,0.986759988,Fidel Castro
Castro,Fidel,40,25126,1966,8,0.375796178,0.178343949,0.138399124,0.624203822,0.649681529,0.445859873,0.044585987,0.197452229,0.159235669,0.025477707,0.127388535,0.282282282,0.131631632,0.097811325,0.190765492,0.981340974,Fidel Castro
Castro,Fidel,40,31761,1966,9,0.50617284,0.248971193,0.139551898,0.49382716,0.641975309,0.456790123,0.086419753,0.209876543,0.092592593,0.043209877,0.111111111,0.187919463,0.079791201,0.075948531,0.153409091,0.988348805,Fidel Castro
Castro,Fidel,40,28056,1967,1,0.504587156,0.272171254,0.107347866,0.495412844,0.71559633,0.403669725,0.100917431,0.247706422,0.073394495,0.064220183,0.110091743,0.44047619,0.257936508,0.101041667,0.139564661,0.985898154,Fidel Castro
Castro,Fidel,40,7027,1967,10,0.25,0.083333333,0.090625,0.75,0.625,0.375,0.125,0.125,0.1875,0,0.1875,0.202797203,0.125874126,0.064599736,0.100628931,0.993499398,Fidel Castro
Castro,Fidel,40,11795,1967,2,0.023255814,-0.124031008,0.121254732,0.976744186,0.88372093,0.372093023,0,0.139534884,0.11627907,0.069767442,0.302325581,0.238095238,0.146825397,0.084996221,0.145762712,0.98761072,Fidel Castro
Castro,Fidel,40,16064,1967,3,-0.259259259,-0.271604938,0.080658436,0.740740741,0.703703704,0.296296296,0,0.074074074,0.203703704,0.148148148,0.277777778,-0.177257525,-0.204570792,0.088835695,0.082822086,0.992642442,Fidel Castro
Castro,Fidel,40,22339,1967,4,0.492957746,0.154929577,0.203967467,0.507042254,0.676056338,0.521126761,0.070422535,0.154929577,0.028169014,0.042253521,0.183098592,0.232081911,0.093287827,0.087898519,0.108066971,0.990501073,Fidel Castro
Castro,Fidel,40,25261,1967,5,0.653543307,0.322834646,0.176092752,0.346456693,0.551181102,0.496062992,0.141732283,0.188976378,0.05511811,0.031496063,0.086614173,0.520803443,0.277857484,0.160015562,0.154126214,0.975337407,Fidel Castro
Castro,Fidel,40,18765,1967,7,0.397590361,0.13253012,0.142633183,0.602409639,0.626506024,0.469879518,0.072289157,0.156626506,0.072289157,0.072289157,0.156626506,0.08,0.002666667,0.0740608,0.142367067,0.989456181,Fidel Castro
Castro,Fidel,40,18335,1967,8,-0.078651685,-0.078651685,0.17677061,0.921348315,0.382022472,0.393258427,0,0.06741573,0.370786517,0.04494382,0.123595506,-0.072642968,-0.125193199,0.094716072,0.120923913,0.988546562,Fidel Castro
Castro,Fidel,40,16906,1967,9,0.269230769,0.179487179,0.04852071,0.730769231,0.576923077,0.307692308,0.134615385,0.192307692,0.211538462,0.057692308,0.096153846,0.312883436,0.147920927,0.098397882,0.096118299,0.990542163,Fidel Castro
Castro,Fidel,40,28018,1968,1,0.480769231,0.282051282,0.101997041,0.519230769,0.788461538,0.375,0.096153846,0.269230769,0.115384615,0.019230769,0.125,0.095761381,-0.009419152,0.081583857,0.140350877,0.988549634,Fidel Castro
Castro,Fidel,40,19304,1968,10,0.219512195,0.097560976,0.081975015,0.780487805,0.829268293,0.341463415,0.048780488,0.219512195,0.170731707,0.024390244,0.195121951,0.056672761,-0.031078611,0.095639503,0.069727891,0.993331259,Fidel Castro
Castro,Fidel,40,10041,1968,11,0.657142857,0.361904762,0.175183673,0.342857143,0.571428571,0.485714286,0.114285714,0.228571429,0.085714286,0.028571429,0.057142857,0.534391534,0.328042328,0.102981439,0.15625,0.98390915,Fidel Castro
Castro,Fidel,40,8988,1968,12,0.473684211,0.210526316,0.142382271,0.526315789,0.315789474,0.473684211,0.157894737,0.105263158,0.105263158,0.105263158,0.052631579,0.355704698,0.212527964,0.084689879,0.113095238,0.990421978,Fidel Castro
Castro,Fidel,40,32308,1968,3,0.555555556,0.290123457,0.179423868,0.444444444,0.62962963,0.490740741,0.055555556,0.231481481,0.101851852,0.037037037,0.083333333,0.290240811,0.160118293,0.100001446,0.120401338,0.987959692,Fidel Castro
Castro,Fidel,40,26994,1968,4,0.030927835,-0.10652921,0.07713891,0.969072165,0.886597938,0.298969072,0.092783505,0.12371134,0.113402062,0.051546392,0.319587629,0.198335645,0.072122053,0.088224284,0.118581907,0.989538196,Fidel Castro
Castro,Fidel,40,5859,1968,5,0.733333333,0.266666667,0.370666667,0.266666667,0.266666667,0.666666667,0.133333333,0.066666667,0,0.066666667,0.066666667,0.333333333,0.146464646,0.062809917,0.102040816,0.993590825,Fidel Castro
Castro,Fidel,40,6006,1968,6,0.529411765,0.156862745,0.244290657,0.470588235,0.823529412,0.529411765,0.058823529,0.176470588,0,0,0.235294118,0.58974359,0.347578348,0.159325005,0.126865672,0.979787126,Fidel Castro
Castro,Fidel,40,26465,1968,7,0.56626506,0.228915663,0.232167223,0.43373494,0.361445783,0.56626506,0.108433735,0.108433735,0.084337349,0.060240964,0.072289157,0.428571429,0.20952381,0.123446712,0.116409537,0.985629625,Fidel Castro
Castro,Fidel,40,13891,1968,8,0.363636364,0.095959596,0.215977961,0.636363636,0.484848485,0.545454545,0.015151515,0.121212121,0.106060606,0.090909091,0.121212121,0.128329298,0.023405973,0.082895485,0.137787056,0.988578075,Fidel Castro
Castro,Fidel,40,12697,1968,9,0.1,0.066666667,0.004,0.9,0.7,0.2,0.15,0.2,0.15,0.15,0.15,0.148594378,0.040160643,0.080156772,0.074349442,0.994040389,Fidel Castro
Castro,Fidel,40,25337,1969,1,0.5,0.132352941,0.222491349,0.5,0.558823529,0.544117647,0.102941176,0.102941176,0.014705882,0.058823529,0.176470588,0.393822394,0.204633205,0.078484221,0.116040956,0.990892616,Fidel Castro
Castro,Fidel,40,23118,1969,10,0.358490566,0.163522013,0.135350659,0.641509434,0.452830189,0.462264151,0.066037736,0.150943396,0.160377358,0.08490566,0.075471698,0.222222222,0.08531746,0.082473545,0.173770492,0.985668532,Fidel Castro
Castro,Fidel,40,9337,1969,11,0.133333333,0.055555556,0.058666667,0.866666667,0.533333333,0.333333333,0.1,0.133333333,0.233333333,0.066666667,0.133333333,-0.008,-0.06,0.0452608,0.107142857,0.995150629,Fidel Castro
Castro,Fidel,40,9750,1969,3,0.210526316,-0.026315789,0.15734072,0.789473684,0.631578947,0.473684211,0.026315789,0.105263158,0.078947368,0.105263158,0.210526316,0.445454545,0.301515152,0.099900826,0.147286822,0.985285925,Fidel Castro
Castro,Fidel,40,22736,1969,5,0.347826087,0.206521739,0.148487713,0.652173913,0.47826087,0.434782609,0.065217391,0.173913043,0.25,0.010869565,0.065217391,0.259953162,0.116315379,0.098293744,0.177263969,0.982576061,Fidel Castro
Castro,Fidel,40,10013,1969,6,0.130434783,-0.028985507,0.233270321,0.869565217,0.347826087,0.52173913,0,0.043478261,0.260869565,0.043478261,0.130434783,0.005617978,-0.139513109,0.135052392,0.060686016,0.991804208,Fidel Castro
Castro,Fidel,40,11427,1969,7,-0.073170732,-0.130081301,0.114812612,0.926829268,0.585365854,0.365853659,0.024390244,0.073170732,0.268292683,0.048780488,0.219512195,0.104895105,0.002331002,0.06172429,0.125382263,0.992260869,Fidel Castro
Castro,Fidel,40,13777,1971,1,0.263157895,0.184210526,0.104155125,0.736842105,0.894736842,0.315789474,0.026315789,0.289473684,0.210526316,0,0.157894737,0.242718447,0.101941748,0.10240362,0.084444444,0.991352583,Fidel Castro
Castro,Fidel,40,94019,1971,11,0.387024609,0.179716629,0.157155083,0.612975391,0.617449664,0.465324385,0.044742729,0.18344519,0.172259508,0.008948546,0.125279642,0.140434943,0.020149896,0.095605017,0.141455696,0.986476126,Fidel Castro
Castro,Fidel,40,27965,1971,12,0.244444444,0.096296296,0.112164609,0.755555556,0.592592593,0.414814815,0.051851852,0.155555556,0.2,0.037037037,0.140740741,-0.067776457,-0.152199762,0.107262884,0.138319672,0.985163433,Fidel Castro
Castro,Fidel,40,32665,1971,4,0.393442623,0.18852459,0.165224402,0.606557377,0.573770492,0.475409836,0.040983607,0.180327869,0.180327869,0.016393443,0.106557377,0.157667387,0.028797696,0.091906946,0.116412214,0.989300909,Fidel Castro
Castro,Fidel,40,29040,1971,5,0.433333333,0.222222222,0.1635,0.566666667,0.65,0.466666667,0.033333333,0.216666667,0.158333333,0.016666667,0.108333333,0.398726115,0.206369427,0.121570206,0.132596685,0.983880194,Fidel Castro
Castro,Fidel,40,19031,1971,6,0.305555556,0.046296296,0.187962963,0.694444444,0.638888889,0.5,0.041666667,0.111111111,0.125,0.013888889,0.208333333,0.184738956,0.066934404,0.088469541,0.126315789,0.9888249,Fidel Castro
Castro,Fidel,40,29775,1971,7,0.365853659,0.143631436,0.154471545,0.634146341,0.422764228,0.487804878,0.073170732,0.12195122,0.154471545,0.073170732,0.089430894,0.286295794,0.120759837,0.103748557,0.143023256,0.985161544,Fidel Castro
Castro,Fidel,40,16051,1971,8,0,-0.05952381,0.06747449,1,0.696428571,0.321428571,0.044642857,0.133928571,0.223214286,0.0625,0.214285714,0.005964215,-0.07620941,0.088373931,0.182113821,0.983905886,Fidel Castro
Castro,Fidel,40,15402,1971,9,0.228571429,0.19047619,0.07477551,0.771428571,0.685714286,0.3,0.057142857,0.257142857,0.242857143,0.057142857,0.085714286,0.475728155,0.328478964,0.103577151,0.145228216,0.984957675,Fidel Castro
Castro,Fidel,40,30210,1972,5,0.276595745,0.14893617,0.069141391,0.723404255,0.737588652,0.34751773,0.056737589,0.234042553,0.141843972,0.085106383,0.134751773,0.137003841,0.03158344,0.090156912,0.152928416,0.986212446,Fidel Castro
Castro,Fidel,40,24256,1972,6,0.620689655,0.310344828,0.203983353,0.379310345,0.534482759,0.525862069,0.086206897,0.198275862,0.086206897,0.034482759,0.068965517,0.06116643,-0.041251778,0.09486877,0.141636142,0.986563153,Fidel Castro
Castro,Fidel,40,25382,1972,7,0.546099291,0.309692671,0.169699713,0.453900709,0.794326241,0.446808511,0.028368794,0.29787234,0.085106383,0.042553191,0.09929078,0.197622585,0.064883606,0.088837323,0.173218673,0.984611717,Fidel Castro
Castro,Fidel,40,4247,1972,8,0.4,0.016666667,0.364,0.6,0.5,0.65,0,0.05,0.05,0.05,0.2,0.166666667,0.041666667,0.109375,0.172413793,0.981142241,Fidel Castro
Castro,Fidel,40,6942,1973,1,0.76,0.36,0.37024,0.24,0.64,0.64,0,0.24,0.04,0,0.08,0.406593407,0.201465201,0.10931047,0.120772947,0.986798252,Fidel Castro
Castro,Fidel,40,5521,1973,10,0.444444444,0.212962963,0.127777778,0.555555556,0.944444444,0.388888889,0.055555556,0.277777778,0.055555556,0.027777778,0.194444444,0.560693642,0.371868979,0.158247853,0.172248804,0.972741997,Fidel Castro
Castro,Fidel,40,15320,1973,11,0.493975904,0.317269076,0.130439832,0.506024096,0.626506024,0.409638554,0.084337349,0.253012048,0.180722892,0.012048193,0.060240964,0.483870968,0.255583127,0.128215801,0.170781893,0.978103063,Fidel Castro
Castro,Fidel,40,4639,1973,3,0.615384615,0.294871795,0.236686391,0.384615385,0.692307692,0.538461538,0.038461538,0.230769231,0.076923077,0,0.115384615,0.384615385,0.219373219,0.101818979,0.181818182,0.981487458,Fidel Castro
Castro,Fidel,40,19801,1973,5,0.260869565,-0.02173913,0.254820416,0.739130435,0.47826087,0.565217391,0.02173913,0.043478261,0.130434783,0.043478261,0.195652174,0.073529412,-0.041666667,0.101728374,0.063360882,0.993554401,Fidel Castro
Castro,Fidel,40,8669,1973,7,0,-0.088888889,0.085333333,1,0.933333333,0.3,0.033333333,0.166666667,0.166666667,0.033333333,0.3,-0.220973783,-0.252184769,0.136102344,0.101010101,0.986252288,Fidel Castro
Castro,Fidel,40,24815,1973,9,0.295238095,0.063492063,0.104870748,0.704761905,0.571428571,0.419047619,0.133333333,0.095238095,0.114285714,0.047619048,0.19047619,-0.141078838,-0.17461964,0.098706117,0.098222638,0.990304825,Fidel Castro
Castro,Fidel,40,7147,1974,1,0.473684211,0.359649123,0.190581717,0.526315789,0.736842105,0.263157895,0,0.473684211,0.078947368,0.026315789,0.157894737,0.165775401,0.096256684,0.102839658,0.168888889,0.982631524,Fidel Castro
Castro,Fidel,40,11175,1974,11,0.391304348,0.094202899,0.192438563,0.608695652,0.739130435,0.5,0.043478261,0.152173913,0.065217391,0.02173913,0.217391304,0.235474006,0.124362895,0.095901018,0.123324397,0.988173065,Fidel Castro
Castro,Fidel,40,6243,1974,12,0.75,0.402777778,0.279166667,0.25,0.416666667,0.583333333,0.083333333,0.208333333,0.083333333,0.041666667,0,0.708333333,0.446759259,0.245023148,0.142857143,0.964996693,Fidel Castro
Castro,Fidel,40,4684,1974,2,-0.217391304,-0.115942029,0.169754253,0.782608696,0.434782609,0.304347826,0,0.086956522,0.434782609,0.043478261,0.130434783,-0.038961039,-0.054112554,0.086793726,0.129943503,0.988721719,Fidel Castro
Castro,Fidel,40,7031,1974,3,-0.043478261,-0.144927536,0.060869565,0.956521739,0.956521739,0.217391304,0.130434783,0.130434783,0.086956522,0.086956522,0.347826087,-0.161764706,-0.221813725,0.168317474,0.077966102,0.986876943,Fidel Castro
