lastname,firstname,Ccode,Word Count,year,quarter,i1,i2,i3,i4a,i4b,i5ap,i5pr,i5re,i5op,i5th,i5pu,p1,p2,p3,p4,p5,name
Lenin,Vladimir,365,4482,1917,4,0.1,-0.183333333,0.25,0.9,0.9,0.4,0.05,0.1,0,0,0.45,0.037037037,-0.049382716,0.061728395,0.15625,0.990354938,Vladimir Lenin
Lenin,Vladimir,365,9551,1919,1,-0.103448276,-0.103448276,0.109631391,0.896551724,0.896551724,0.275862069,0,0.172413793,0.275862069,0,0.275862069,0.104761905,0,0.087129252,0.121338912,0.989427831,Vladimir Lenin
Lenin,Vladimir,365,5321,1919,3,0.5,0.166666667,0.325,0.5,0.5,0.625,0,0.125,0.125,0,0.125,-0.148648649,-0.225225225,0.098685172,0.051282051,0.994939222,Vladimir Lenin
Lenin,Vladimir,365,8777,1919,4,0.142857143,0.013605442,0.11636818,0.857142857,0.93877551,0.326530612,0,0.244897959,0.12244898,0.020408163,0.285714286,0.267175573,0.188295165,0.075613309,0.15755627,0.988086649,Vladimir Lenin
Lenin,Vladimir,365,7947,1920,1,0.12195122,-0.056910569,0.157644259,0.87804878,0.926829268,0.365853659,0,0.195121951,0.097560976,0,0.341463415,-0.254098361,-0.255464481,0.106812685,0.143859649,0.984633965,Vladimir Lenin
Marcos ,Ferdinand,840,31414,1969,1,0.489932886,0.288590604,0.126525832,0.510067114,0.88590604,0.382550336,0.053691275,0.308724832,0.093959732,0.026845638,0.134228188,0.579856115,0.411031175,0.1532165,0.176540284,0.972951115,Ferdinand Marcos 
Marcos ,Ferdinand,840,22282,1970,1,0.451327434,0.247787611,0.145931553,0.548672566,0.672566372,0.442477876,0.053097345,0.230088496,0.159292035,0.008849558,0.10619469,0.510280374,0.360124611,0.118793956,0.174382716,0.979284387,Ferdinand Marcos 
Marcos ,Ferdinand,840,15750,1971,1,0.494505495,0.252747253,0.148508634,0.505494505,0.791208791,0.43956044,0.054945055,0.252747253,0.098901099,0.010989011,0.142857143,0.487323944,0.339906103,0.132343583,0.204035874,0.972997161,Ferdinand Marcos 
Marcos ,Ferdinand,840,8983,1974,3,0.487804878,0.195121951,0.220107079,0.512195122,0.634146341,0.536585366,0.024390244,0.182926829,0.097560976,0.024390244,0.134146341,0.318681319,0.131868132,0.100615868,0.310606061,0.968748102,Ferdinand Marcos 
Marcos ,Ferdinand,840,6021,1975,3,0.416666667,0.076388889,0.3375,0.583333333,0.291666667,0.645833333,0.020833333,0.041666667,0.104166667,0.083333333,0.104166667,0.358208955,0.151741294,0.124526621,0.263736264,0.967157814,Ferdinand Marcos 
Mendes,Pierre ,220,9344,1954,3,0.323076923,0.051282051,0.237112426,0.676923077,0.523076923,0.553846154,0.015384615,0.092307692,0.138461538,0.030769231,0.169230769,0.295154185,0.155653451,0.111521667,0.22260274,0.975174971,Pierre  Mendes
Mendes,Pierre ,220,5873,1954,4,0.769230769,0.358974359,0.385798817,0.230769231,0.615384615,0.653846154,0,0.230769231,0.038461538,0,0.076923077,0.527950311,0.296066253,0.134663015,0.139037433,0.9812768,Pierre  Mendes
Milosevic,Slobodan,345,9093,1992,2,0.694915254,0.327683616,0.327089917,0.305084746,0.474576271,0.627118644,0.033898305,0.186440678,0.084745763,0.016949153,0.050847458,0.158415842,0.02640264,0.097029703,0.22605364,0.978066082,Slobodan Milosevic
Milosevic,Slobodan,345,8259,1999,2,0.290322581,0.091397849,0.12591051,0.709677419,0.677419355,0.435483871,0.048387097,0.161290323,0.14516129,0.032258065,0.177419355,0,-0.106918239,0.11505874,0.226277372,0.973964811,Slobodan Milosevic
Milosevic,Slobodan,345,4531,2000,1,0.666666667,0.388888889,0.133333333,0.333333333,1,0.333333333,0.166666667,0.333333333,0,0,0.166666667,-0.017241379,0,0.059334126,0.049180328,0.997081928,Slobodan Milosevic
Netanyahu,Benjamin,666,18828,2009,2,0.686746988,0.365461847,0.241834809,0.313253012,0.469879518,0.554216867,0.084337349,0.204819277,0.102409639,0.024096386,0.030120482,0.403189066,0.217919514,0.111785431,0.274380165,0.969328295,Benjamin Netanyahu
Netanyahu,Benjamin,666,35418,2009,3,0.588039867,0.240310078,0.223054933,0.411960133,0.518272425,0.548172757,0.109634551,0.136212625,0.079734219,0.003322259,0.122923588,0.385542169,0.192771084,0.093027145,0.266136163,0.975242113,Benjamin Netanyahu
Netanyahu,Benjamin,666,28543,2009,4,0.511864407,0.228248588,0.194465958,0.488135593,0.53559322,0.522033898,0.06440678,0.169491525,0.111864407,0.033898305,0.098305085,0.313218391,0.165229885,0.074296472,0.297679112,0.977883492,Benjamin Netanyahu
Netanyahu,Benjamin,666,36738,2010,1,0.625,0.327546296,0.199247685,0.375,0.527777778,0.517361111,0.090277778,0.204861111,0.104166667,0.024305556,0.059027778,0.269315673,0.088300221,0.109264214,0.24120603,0.973644813,Benjamin Netanyahu
Netanyahu,Benjamin,666,31918,2010,2,0.585034014,0.266439909,0.233152853,0.414965986,0.503401361,0.557823129,0.06122449,0.173469388,0.091836735,0.037414966,0.078231293,0.283887468,0.108269395,0.108490918,0.273234201,0.970356571,Benjamin Netanyahu
Netanyahu,Benjamin,666,38685,2010,3,0.582010582,0.305114638,0.208415218,0.417989418,0.571428571,0.518518519,0.060846561,0.211640212,0.132275132,0.002645503,0.074074074,0.273073264,0.08753568,0.113045887,0.264520644,0.970097029,Benjamin Netanyahu
Netanyahu,Benjamin,666,30107,2010,4,0.496503497,0.236596737,0.156408626,0.503496503,0.482517483,0.482517483,0.115384615,0.15034965,0.13986014,0.020979021,0.090909091,0.255813953,0.127906977,0.083336338,0.269811321,0.977514913,Benjamin Netanyahu
Netanyahu,Benjamin,666,33043,2011,1,0.663492063,0.283597884,0.32676644,0.336507937,0.431746032,0.634920635,0.050793651,0.146031746,0.082539683,0.015873016,0.06984127,0.36307311,0.160677406,0.116684402,0.280748663,0.96724101,Benjamin Netanyahu
Netanyahu,Benjamin,666,32981,2011,2,0.679012346,0.350823045,0.198536808,0.320987654,0.549382716,0.515432099,0.114197531,0.209876543,0.064814815,0.030864198,0.064814815,0.365239295,0.149874055,0.119885286,0.28980322,0.965256858,Benjamin Netanyahu
Netanyahu,Benjamin,666,13590,2011,3,0.474576271,0.231638418,0.16954898,0.525423729,0.694915254,0.474576271,0.042372881,0.220338983,0.127118644,0.008474576,0.127118644,0.241192412,0.033423668,0.117509419,0.242299795,0.971527492,Benjamin Netanyahu
Netanyahu,Benjamin,666,19783,2011,4,0.446153846,0.208547009,0.143889546,0.553846154,0.492307692,0.471794872,0.097435897,0.153846154,0.143589744,0.041025641,0.092307692,0.305494505,0.13992674,0.086591474,0.3,0.974022558,Benjamin Netanyahu
Netanyahu,Benjamin,666,28227,2012,1,0.538461538,0.244200244,0.19349515,0.461538462,0.483516484,0.523809524,0.091575092,0.153846154,0.113553114,0.029304029,0.087912088,0.297142857,0.127142857,0.100827755,0.28057554,0.971710198,Benjamin Netanyahu
Netanyahu,Benjamin,666,12540,2012,2,0.559055118,0.204724409,0.236803274,0.440944882,0.456692913,0.566929134,0.102362205,0.11023622,0.070866142,0.031496063,0.118110236,0.121387283,0.009633911,0.062922249,0.268498943,0.983105443,Benjamin Netanyahu
Netanyahu,Benjamin,666,5341,2012,3,0.657142857,0.285714286,0.328,0.342857143,0.514285714,0.628571429,0.028571429,0.171428571,0.085714286,0,0.085714286,0.359550562,0.170411985,0.111097084,0.164319249,0.981744611,Benjamin Netanyahu
Netanyahu,Benjamin,666,11025,2012,4,0.529411765,0.288515406,0.160059318,0.470588235,0.789915966,0.445378151,0.042016807,0.277310924,0.092436975,0.025210084,0.117647059,0.368421053,0.2,0.1148735,0.294554455,0.966163499,Benjamin Netanyahu
Netanyahu,Benjamin,666,9808,2013,1,0.647058824,0.327731092,0.307506532,0.352941176,0.43697479,0.605042017,0.033613445,0.18487395,0.142857143,0,0.033613445,0.41563786,0.193415638,0.129604227,0.328729282,0.957395296,Benjamin Netanyahu
Netanyahu,Benjamin,666,13894,2013,2,0.554216867,0.228915663,0.263521556,0.445783133,0.325301205,0.584337349,0.102409639,0.090361446,0.144578313,0.006024096,0.072289157,0.295081967,0.113843352,0.098056078,0.312030075,0.969403555,Benjamin Netanyahu
Netanyahu,Benjamin,666,4600,2013,3,0.4375,0.177083333,0.14453125,0.5625,0.625,0.46875,0.0625,0.1875,0.0625,0.09375,0.125,0.430894309,0.162601626,0.161292881,0.206451613,0.966700825,Benjamin Netanyahu
Netanyahu,Benjamin,666,31704,2013,4,0.578947368,0.288888889,0.189037858,0.421052632,0.561403509,0.50877193,0.087719298,0.192982456,0.112280702,0.010526316,0.087719298,0.272509004,0.12284914,0.076519732,0.254919499,0.980493628,Benjamin Netanyahu
Netanyahu,Benjamin,666,28583,2014,1,0.539170507,0.270353303,0.23533734,0.460829493,0.460829493,0.548387097,0.046082949,0.175115207,0.161290323,0.013824885,0.055299539,0.255376344,0.092741935,0.102501734,0.225806452,0.976854447,Benjamin Netanyahu
Netanyahu,Benjamin,666,16897,2014,2,0.389312977,0.147582697,0.207878329,0.610687023,0.488549618,0.526717557,0.038167939,0.129770992,0.175572519,0.015267176,0.114503817,0.109452736,-0.029850746,0.091453182,0.245778612,0.977522764,Benjamin Netanyahu
Netanyahu,Benjamin,666,12636,2014,3,0.168141593,0.061946903,0.070561516,0.831858407,0.707964602,0.345132743,0.061946903,0.17699115,0.194690265,0.044247788,0.17699115,-0.057522124,-0.152654867,0.107024826,0.2,0.978595035,Benjamin Netanyahu
Netanyahu,Benjamin,666,9726,2014,4,0.529411765,0.250980392,0.22967474,0.470588235,0.588235294,0.541176471,0.011764706,0.211764706,0.105882353,0.047058824,0.082352941,0.206349206,0.056084656,0.085641723,0.2125,0.981801134,Benjamin Netanyahu
Netanyahu,Benjamin,666,11129,2015,1,0.5,0.297619048,0.103061224,0.5,0.642857143,0.392857143,0.125,0.232142857,0.142857143,0.017857143,0.089285714,0.105263158,-0.00877193,0.066110803,0.128440367,0.991508704,Benjamin Netanyahu
Netanyahu,Benjamin,666,22803,2015,2,0.522727273,0.227272727,0.198088843,0.477272727,0.522727273,0.528409091,0.068181818,0.164772727,0.096590909,0.045454545,0.096590909,0.246268657,0.093283582,0.084562263,0.247191011,0.979096969,Benjamin Netanyahu
Netanyahu,Benjamin,666,10537,2015,3,0.466666667,0.2,0.25888,0.533333333,0.4,0.573333333,0.026666667,0.133333333,0.173333333,0.026666667,0.066666667,0.177570093,0.062305296,0.07664716,0.189393939,0.985483492,Benjamin Netanyahu
Netanyahu,Benjamin,666,27335,2015,4,0.2421875,0.046875,0.096520996,0.7578125,0.6875,0.40625,0.06640625,0.1484375,0.109375,0.07421875,0.1953125,0.097744361,-0.009189641,0.068524695,0.24288425,0.983356431,Benjamin Netanyahu
Netanyahu,Benjamin,666,15364,2016,1,0.557142857,0.316666667,0.178979592,0.442857143,0.628571429,0.478571429,0.042857143,0.257142857,0.114285714,0.05,0.057142857,0.346341463,0.177235772,0.11010113,0.254545455,0.971974258,Benjamin Netanyahu
Netanyahu,Benjamin,666,15155,2016,2,0.541666667,0.219907407,0.202546296,0.458333333,0.666666667,0.520833333,0.0625,0.1875,0.055555556,0.027777778,0.145833333,0.184782609,0.043478261,0.08702741,0.28125,0.975523541,Benjamin Netanyahu
Netanyahu,Benjamin,666,17305,2016,3,0.520661157,0.258953168,0.177597159,0.479338843,0.595041322,0.495867769,0.05785124,0.20661157,0.115702479,0.033057851,0.090909091,0.266019417,0.132686084,0.094972193,0.190251572,0.981931391,Benjamin Netanyahu
Netanyahu,Benjamin,666,5318,2016,4,0.405405405,0.198198198,0.14623813,0.594594595,0.594594595,0.459459459,0.054054054,0.189189189,0.162162162,0.027027027,0.108108108,0.185840708,0.026548673,0.092176365,0.246666667,0.977263163,Benjamin Netanyahu
Nimeiry,Gaafar,625,6985,1978,3,0.75,0.416666667,0.2125,0.25,0.916666667,0.458333333,0.083333333,0.333333333,0,0,0.125,0.296442688,0.175230567,0.107438017,0.086642599,0.990691291,Gaafar Nimeiry
Nu,U,775,9310,1947,4,0.655172414,0.264367816,0.332223543,0.344827586,0.482758621,0.637931034,0.034482759,0.155172414,0.051724138,0.034482759,0.086206897,0.264,0.109333333,0.089536,0.188311688,0.983139325,U Nu
Nu,U,775,18824,1948,2,0.449275362,0.251207729,0.162696912,0.550724638,0.724637681,0.449275362,0.014492754,0.260869565,0.144927536,0.028985507,0.101449275,0.296703297,0.137973138,0.095342752,0.112195122,0.989303008,U Nu
Nu,U,775,4917,1948,3,0.230769231,0.128205128,0.084023669,0.769230769,0.923076923,0.269230769,0.038461538,0.307692308,0.115384615,0.038461538,0.230769231,0.055555556,-0.106481481,0.12650463,0.152941176,0.980652233,U Nu
Nu,U,775,7915,1949,1,0.527272727,0.151515152,0.237553719,0.472727273,0.472727273,0.563636364,0.109090909,0.090909091,0.018181818,0.072727273,0.145454545,0.125506073,0.002699055,0.087465784,0.182119205,0.984070801,U Nu
Nu,U,775,8468,1949,2,0.333333333,0.076388889,0.125,0.666666667,0.708333333,0.4375,0.083333333,0.145833333,0.0625,0.0625,0.208333333,0.152542373,-0.028248588,0.126544097,0.169014085,0.978612265,U Nu
Nu,U,775,5181,1949,3,0.481481481,0.148148148,0.255967078,0.518518519,0.740740741,0.555555556,0,0.185185185,0.037037037,0.037037037,0.185185185,0.308270677,0.122807018,0.083905252,0.16875,0.985840989,U Nu
Nu,U,775,19748,1960,2,0.950617284,0.456790123,0.471787837,0.049382716,0.469135802,0.716049383,0.049382716,0.209876543,0,0,0.024691358,0.506134969,0.186605317,0.261026008,0.110504775,0.97115538,U Nu
Olmert,Ehud,666,10597,2006,1,0.532467532,0.25974026,0.149536178,0.467532468,0.38961039,0.480519481,0.142857143,0.142857143,0.103896104,0.077922078,0.051948052,0.357142857,0.178571429,0.07898715,0.234042553,0.981513646,Ehud Olmert
Olmert,Ehud,666,36376,2006,2,0.561461794,0.236987818,0.206154457,0.438538206,0.425249169,0.541528239,0.102990033,0.136212625,0.069767442,0.073089701,0.07641196,0.387797311,0.177180283,0.096302491,0.237381703,0.977139551,Ehud Olmert
Olmert,Ehud,666,20072,2006,3,0.235955056,0.078651685,0.075268274,0.764044944,0.404494382,0.382022472,0.151685393,0.084269663,0.179775281,0.084269663,0.117977528,0.048824593,-0.023508137,0.066656639,0.243502052,0.983768972,Ehud Olmert
Olmert,Ehud,666,18819,2006,4,0.69924812,0.313283208,0.285250721,0.30075188,0.466165414,0.601503759,0.090225564,0.157894737,0.060150376,0.015037594,0.07518797,0.411513859,0.200426439,0.112300817,0.220930233,0.975189354,Ehud Olmert
Olmert,Ehud,666,17157,2007,1,0.632183908,0.264367816,0.318588981,0.367816092,0.344827586,0.632183908,0.068965517,0.114942529,0.103448276,0.022988506,0.057471264,0.480519481,0.27012987,0.120488447,0.184322034,0.977791324,Ehud Olmert
Olmert,Ehud,666,16452,2007,2,0.632653061,0.306122449,0.173844232,0.367346939,0.448979592,0.5,0.153061224,0.163265306,0.051020408,0.071428571,0.06122449,0.340050378,0.13434089,0.095863815,0.197979798,0.981020901,Ehud Olmert
Olmert,Ehud,666,4519,2007,3,0.7,0.283333333,0.256,0.3,0.3,0.55,0.25,0.05,0.05,0,0.1,0.402298851,0.222222222,0.120095125,0.186915888,0.977552313,Ehud Olmert
Olmert,Ehud,666,30843,2007,4,0.548672566,0.258112094,0.194987861,0.451327434,0.451327434,0.526548673,0.084070796,0.163716814,0.101769912,0.061946903,0.061946903,0.319268636,0.151429911,0.085236815,0.241195304,0.97944128,Ehud Olmert
Olmert,Ehud,666,26886,2008,1,0.436363636,0.177272727,0.151719008,0.563636364,0.490909091,0.486363636,0.095454545,0.136363636,0.118181818,0.054545455,0.109090909,0.319465082,0.169886082,0.073460079,0.246360582,0.981902332,Ehud Olmert
Olmert,Ehud,666,43382,2008,2,0.61971831,0.269953052,0.235449316,0.38028169,0.535211268,0.559859155,0.080985915,0.169014085,0.059859155,0.031690141,0.098591549,0.473469388,0.253401361,0.119489379,0.224683544,0.973152703,Ehud Olmert
Olmert,Ehud,666,29725,2008,3,0.543378995,0.296803653,0.156364546,0.456621005,0.602739726,0.465753425,0.086757991,0.219178082,0.132420091,0.01369863,0.082191781,0.561728395,0.348765432,0.151165981,0.252595156,0.961816206,Ehud Olmert
Olmert,Ehud,666,30413,2008,4,0.518518519,0.24691358,0.199074074,0.481481481,0.518518519,0.523148148,0.055555556,0.180555556,0.125,0.037037037,0.078703704,0.426966292,0.225655431,0.100023671,0.232758621,0.976718628,Ehud Olmert
Olmert,Ehud,666,35043,2009,1,0.448979592,0.182539683,0.188615855,0.551020408,0.544217687,0.517006803,0.047619048,0.159863946,0.119047619,0.044217687,0.112244898,0.282107574,0.116721551,0.087676056,0.243983402,0.978608498,Ehud Olmert
Putin ,Vladimir ,365,6896,2000,3,0.631578947,0.219298246,0.316897507,0.368421053,0.421052632,0.631578947,0.078947368,0.105263158,0.026315789,0.052631579,0.105263158,0.409836066,0.218579235,0.077810624,0.171945701,0.986620798,Vladimir  Putin 
Rajapaska ,Mahinda,780,8164,2005,4,0.82,0.51,0.14848,0.18,0.58,0.39,0.25,0.27,0.03,0.04,0.02,0.725663717,0.486725664,0.123987783,0.306748466,0.961966938,Mahinda Rajapaska 
Rajapaska ,Mahinda,780,5422,2006,3,0.757575758,0.303030303,0.455647383,0.242424242,0.242424242,0.727272727,0.060606061,0.090909091,0.060606061,0.03030303,0.03030303,0.527777778,0.275462963,0.162384259,0.186440678,0.969724969,Mahinda Rajapaska 
Ramos,Fidel,840,4918,1994,3,0.583333333,0.381944444,0.194791667,0.416666667,0.875,0.416666667,0,0.375,0.083333333,0.0625,0.0625,0.469026549,0.333333333,0.167170491,0.298136646,0.95016035,Fidel Ramos
Ramos,Fidel,840,4484,1995,3,0.457627119,0.225988701,0.146452169,0.542372881,0.610169492,0.457627119,0.084745763,0.186440678,0.152542373,0,0.118644068,0.452830189,0.29245283,0.147098612,0.357575758,0.947401103,Fidel Ramos
Ramos,Fidel,840,5177,1996,3,0.409090909,0.189393939,0.152066116,0.590909091,0.954545455,0.386363636,0.022727273,0.295454545,0.068181818,0,0.227272727,0.622641509,0.339622642,0.212246351,0.293333333,0.93774107,Fidel Ramos
Ramos,Fidel,840,6382,1997,3,0.428571429,0.198412698,0.182312925,0.571428571,0.571428571,0.5,0.023809524,0.19047619,0.142857143,0.047619048,0.095238095,0.522123894,0.294985251,0.141232673,0.270967742,0.961730502,Fidel Ramos
Sadat,Anwar,651,10393,1970,4,0.407407407,0.189300412,0.179515318,0.592592593,0.518518519,0.49382716,0.049382716,0.160493827,0.185185185,0.012345679,0.098765432,0.251851852,0.120987654,0.111473251,0.230769231,0.974275404,Anwar Sadat
Sadat,Anwar,651,40953,1971,1,0.235457064,0.079409049,0.129969844,0.764542936,0.55401662,0.440443213,0.033240997,0.144044321,0.1966759,0.052631579,0.132963989,0.158432709,0.012776831,0.096483433,0.235179153,0.977309108,Anwar Sadat
Sese Seko,Mobutu,490,4098,1971,1,0.6,0.346666667,0.1744,0.4,0.56,0.48,0.08,0.24,0.12,0.04,0.04,0.325,0.1,0.161125,0.238095238,0.961636905,Mobutu Sese Seko
Sharon,Ariel,666,12404,2004,3,0.563380282,0.204225352,0.275381869,0.436619718,0.464788732,0.598591549,0.063380282,0.11971831,0.077464789,0.028169014,0.112676056,0.475728155,0.269687163,0.122581456,0.314855876,0.961404508,Ariel Sharon
Sharon,Ariel,666,19334,2004,4,0.540983607,0.245901639,0.209674819,0.459016393,0.644808743,0.524590164,0.032786885,0.213114754,0.076502732,0.043715847,0.109289617,0.325536062,0.14619883,0.07558109,0.262931034,0.980127386,Ariel Sharon
Sharon,Ariel,666,9629,2005,1,0.703703704,0.341563786,0.259625057,0.296296296,0.395061728,0.580246914,0.111111111,0.160493827,0.074074074,0.037037037,0.037037037,0.3,0.134722222,0.076166667,0.252336449,0.980780374,Ariel Sharon
Sharon,Ariel,666,13781,2005,2,0.46031746,0.216931217,0.168556311,0.53968254,0.53968254,0.492063492,0.063492063,0.174603175,0.142857143,0.031746032,0.095238095,0.436363636,0.233333333,0.091768595,0.276315789,0.974642888,Ariel Sharon
Sharon,Ariel,666,11486,2005,3,0.643564356,0.297029703,0.251132242,0.356435644,0.376237624,0.574257426,0.118811881,0.128712871,0.108910891,0.00990099,0.059405941,0.352112676,0.1842723,0.085836144,0.262337662,0.977481947,Ariel Sharon
Sharon,Ariel,666,11806,2005,4,0.619047619,0.288888889,0.177142857,0.380952381,0.495238095,0.504761905,0.142857143,0.161904762,0.057142857,0.047619048,0.085714286,0.433566434,0.212121212,0.106058976,0.268542199,0.971518689,Ariel Sharon
Singh,Charan,750,12379,1979,3,0.615384615,0.286324786,0.251282051,0.384615385,0.384615385,0.576923077,0.076923077,0.153846154,0.08974359,0.064102564,0.038461538,0.542635659,0.348837209,0.116098792,0.232142857,0.973048495,Charan Singh
Ulbricht,Walter,265,6618,1969,1,0.92,0.36,0.73888,0.08,0.16,0.88,0,0.08,0.04,0,0,0.276315789,0.122807018,0.11049169,0.141242938,0.984393829,Walter Ulbricht
Vajpayee,Bihary,750,6883,1998,2,0.735849057,0.34591195,0.310501958,0.264150943,0.301886792,0.622641509,0.113207547,0.132075472,0.075471698,0.037735849,0.018867925,0.526011561,0.319845857,0.129138962,0.234513274,0.969715199,Bihary Vajpayee
Vajpayee,Bihary,750,12674,1999,1,0.7,0.32,0.36568,0.3,0.32,0.66,0.06,0.13,0.12,0,0.03,0.553030303,0.299242424,0.139084022,0.274725275,0.961790104,Bihary Vajpayee
Vajpayee,Bihary,750,15478,2000,1,0.546391753,0.216494845,0.354660432,0.453608247,0.371134021,0.649484536,0,0.12371134,0.144329897,0.020618557,0.06185567,0.455445545,0.25990099,0.131908636,0.193612774,0.974460803,Bihary Vajpayee
Vajpayee,Bihary,750,13743,2001,1,0.592592593,0.25,0.213786008,0.407407407,0.666666667,0.527777778,0.083333333,0.185185185,0.055555556,0,0.148148148,0.587837838,0.356981982,0.154620161,0.267326733,0.958665898,Bihary Vajpayee
Zedong,Mao,710,5697,1954,4,0.36,0.2,0.13984,0.64,0.32,0.44,0.12,0.12,0.24,0.04,0.04,0,-0.026819923,0.059611574,0.125628141,0.992511109,Mao Zedong
Zedong,Mao,710,4223,1956,3,0.166666667,-0.083333333,0.175,0.833333333,0.75,0.458333333,0.041666667,0.083333333,0.083333333,0.041666667,0.291666667,0.081481481,0.004938272,0.094386831,0.150943396,0.985752931,Mao Zedong
Zedong,Mao,710,39404,1957,1,0.321212121,0.101010101,0.208198347,0.678787879,0.436363636,0.521212121,0.042424242,0.096969697,0.206060606,0.012121212,0.121212121,0.097236438,0.033094507,0.072813503,0.144483363,0.98947966,Mao Zedong
Zedong,Mao,710,7006,1957,3,0.416666667,0.125,0.229166667,0.583333333,0.666666667,0.541666667,0,0.166666667,0.083333333,0.041666667,0.166666667,0.148648649,0.031531532,0.123338203,0.139534884,0.982790018,Mao Zedong
Zedong,Mao,710,21962,1957,4,0.286956522,0.066666667,0.210586011,0.713043478,0.504347826,0.52173913,0.017391304,0.104347826,0.191304348,0.017391304,0.147826087,0.131782946,0.021317829,0.095213629,0.182250396,0.982647278,Mao Zedong
Zedong,Mao,710,5825,1958,3,0.458333333,0.222222222,0.261458333,0.541666667,0.25,0.5625,0.0625,0.104166667,0.229166667,0.020833333,0.020833333,0.190082645,0.052341598,0.136452428,0.284023669,0.961244281,Mao Zedong
Zedong,Mao,710,5202,1963,1,0.379310345,0.137931034,0.203804994,0.620689655,0.620689655,0.517241379,0,0.172413793,0.137931034,0.034482759,0.137931034,-0.315436242,-0.310961969,0.137011846,0.162921348,0.977677845,Mao Zedong
Zedong,Mao,710,4239,1964,1,0.181818182,0.03030303,0.221487603,0.818181818,0.454545455,0.5,0,0.090909091,0.272727273,0,0.136363636,-0.050505051,-0.148148148,0.131925314,0.181818182,0.976013579,Mao Zedong
Zedong,Mao,710,7994,1965,1,-0.058823529,-0.098039216,0.082814302,0.941176471,0.470588235,0.352941176,0.039215686,0.078431373,0.254901961,0.117647059,0.156862745,0.150537634,0.017921147,0.0960111,0.215189873,0.979339384,Mao Zedong
Zedong,Mao,710,5065,1968,4,-0.217391304,-0.289855072,0.106238185,0.782608696,0.782608696,0.304347826,0.043478261,0.043478261,0.173913043,0.086956522,0.347826087,-0.052631579,-0.152882206,0.116603539,0.147435897,0.982808453,Mao Zedong
